Student Name,Operating System,Computer Networks,DBMS,DSA,LR,Maths,Study_Time,English_Score,Course Needed
Student 1783,73,72,70,64,70,91,4,76,1
Student 1784,90,81,99,77,85,69,1,78,0
Student 1785,86,53,77,60,85,67,3,77,1
Student 1786,83,77,87,63,80,62,6,75,0
Student 1787,64,67,78,86,62,63,8,96,1
Student 1788,68,68,52,94,51,56,4,73,1
Student 1789,79,75,90,76,60,100,4,69,0
Student 1790,55,77,88,83,99,97,4,65,0
Student 1791,79,59,81,82,76,95,4,99,0
Student 1792,72,79,53,99,84,89,2,92,0
Student 1793,85,77,77,76,88,55,7,78,0
Student 1794,68,94,68,76,89,71,1,80,0
Student 1795,72,88,72,94,52,76,8,91,0
Student 1796,91,56,63,88,77,92,5,55,1
Student 1797,68,97,79,96,98,84,8,74,0
Student 1798,64,85,52,57,51,65,7,74,1
Student 1799,53,95,76,88,71,92,3,52,0
Student 1800,93,71,86,72,92,91,8,57,0
Student 1801,88,89,70,50,56,80,5,61,1
Student 1802,56,50,87,83,78,92,4,88,0
Student 1803,50,50,58,75,96,91,1,56,1
Student 1804,89,100,59,67,93,63,8,50,1
Student 1805,85,54,77,85,50,87,5,100,0
Student 1806,91,68,82,80,52,93,3,92,0
Student 1807,64,80,94,94,60,80,6,75,0
Student 1808,53,57,66,54,71,92,3,96,1
Student 1809,80,51,81,95,55,91,1,98,0
Student 1810,91,87,94,74,58,74,6,68,0
Student 1811,61,78,65,73,88,95,4,100,0
Student 1812,54,100,80,96,84,88,2,93,0
Student 1813,89,51,84,99,76,79,2,71,0
Student 1814,81,66,51,50,83,57,5,86,1
Student 1815,59,67,76,50,81,55,2,57,1
Student 1816,75,64,78,63,85,76,8,68,1
Student 1817,77,66,76,90,96,76,8,98,0
Student 1818,60,67,53,63,57,96,2,72,1
Student 1819,53,51,97,67,89,67,4,54,1
Student 1820,58,98,67,91,86,100,6,84,0
Student 1821,79,68,85,93,99,65,3,93,0
Student 1822,53,72,50,100,80,55,5,86,1
Student 1823,64,98,65,71,76,87,4,92,0
Student 1824,60,75,92,80,69,59,8,86,1
Student 1825,51,54,61,60,63,97,1,93,1
Student 1826,62,66,50,61,78,90,5,57,1
Student 1827,50,54,63,57,59,62,4,57,1
Student 1828,61,88,89,95,68,84,8,70,0
Student 1829,91,72,96,57,59,55,2,70,1
Student 1830,97,50,50,66,55,96,8,74,1
Student 1831,71,83,53,77,95,90,4,91,0
Student 1832,94,67,85,73,91,59,1,94,0
Student 1833,59,67,67,72,58,74,4,85,1
Student 1834,93,68,79,50,88,67,3,69,1
Student 1835,95,99,84,57,86,76,8,93,0
Student 1836,96,53,67,94,93,61,3,95,0
Student 1837,99,88,78,55,55,71,1,62,1
Student 1838,94,62,62,68,83,81,3,83,0
Student 1839,88,62,58,95,78,97,5,78,0
Student 1840,63,81,78,67,100,73,6,77,0
Student 1841,53,90,52,93,66,77,3,52,1
Student 1842,73,59,65,94,80,71,8,99,0
Student 1843,58,69,73,94,64,100,5,75,0
Student 1844,81,68,91,92,98,93,8,71,0
Student 1845,85,57,62,69,60,56,4,70,1
Student 1846,84,92,59,82,77,56,4,72,1
Student 1847,62,63,100,51,53,52,7,57,1
Student 1848,79,87,52,79,85,58,1,88,0
Student 1849,80,94,81,58,83,85,6,51,0
Student 1850,67,63,62,69,97,73,1,94,1
Student 1851,70,81,79,57,62,68,7,54,1
Student 1852,52,79,86,59,63,68,8,67,1
Student 1853,69,60,63,96,69,67,5,100,1
Student 1854,86,73,91,62,97,68,4,58,0
Student 1855,84,94,79,85,62,58,1,98,0
Student 1856,59,97,97,54,96,62,6,90,0
Student 1857,96,63,84,94,86,53,3,86,0
Student 1858,62,94,98,64,78,95,6,65,0
Student 1859,92,59,57,52,52,88,3,51,1
Student 1860,98,73,73,83,67,68,8,69,0
Student 1861,60,78,69,99,52,63,2,94,1
Student 1862,86,94,56,80,87,57,8,58,1
Student 1863,99,78,89,65,57,51,8,52,1
Student 1864,58,93,64,56,83,86,6,85,1
Student 1865,61,55,56,98,72,68,2,89,1
Student 1866,59,91,91,53,84,76,2,83,0
Student 1867,62,64,61,72,68,72,8,66,1
Student 1868,56,79,98,52,63,71,6,89,1
Student 1869,96,78,81,76,78,99,7,57,0
Student 1870,91,85,81,97,79,98,3,74,0
Student 1871,50,56,98,66,55,77,7,67,1
Student 1872,95,92,97,77,65,58,5,80,0
Student 1873,84,54,65,98,75,70,1,84,0
Student 1874,63,55,73,50,96,85,7,56,1
Student 1875,81,80,91,76,81,57,2,71,0
Student 1876,89,53,66,55,91,63,5,52,1
Student 1877,84,84,64,100,99,74,7,92,0
Student 1878,55,61,53,90,68,57,8,93,1
Student 1879,57,60,90,81,96,67,6,95,0
Student 1880,97,71,69,70,53,72,8,70,1
Student 1881,50,97,54,65,100,89,1,66,1
Student 1882,54,70,82,56,96,97,4,65,1
Student 1883,84,100,64,75,77,93,7,96,0
Student 1884,66,65,80,67,57,91,1,85,1
Student 1885,81,67,84,77,67,88,1,66,0
Student 1886,75,87,79,75,76,86,7,60,0
Student 1887,90,69,95,98,80,63,4,90,0
Student 1888,55,65,88,72,95,81,7,68,1
Student 1889,92,100,54,95,82,88,3,73,0
Student 1890,62,63,66,98,85,91,8,66,0
Student 1891,55,97,93,88,65,54,2,86,0
Student 1892,97,64,79,88,79,68,1,84,0
Student 1893,82,98,91,72,89,72,1,51,0
Student 1894,85,87,68,54,75,71,7,84,1
Student 1895,93,96,81,59,93,80,7,66,0
Student 1896,97,67,67,53,50,51,3,82,1
Student 1897,75,99,85,100,100,55,1,81,0
Student 1898,97,88,64,54,84,82,8,91,0
Student 1899,74,61,51,67,65,61,1,79,1
Student 1900,79,61,59,67,70,69,8,53,1
Student 1901,88,89,68,85,67,69,1,66,0
Student 1902,74,88,91,64,75,60,6,98,0
Student 1903,80,93,78,55,91,91,5,89,0
Student 1904,50,69,63,85,94,77,3,78,1
Student 1905,90,75,85,54,50,56,2,69,1
Student 1906,88,69,67,53,51,65,8,50,1
Student 1907,66,97,97,68,100,95,5,54,0
Student 1908,74,54,78,61,69,62,3,63,1
Student 1909,56,70,83,74,78,56,5,79,1
Student 1910,55,55,98,100,56,61,7,77,1
Student 1911,65,69,81,60,93,59,6,61,1
Student 1912,74,88,74,81,70,80,4,64,0
Student 1913,91,88,94,62,58,75,2,96,0
Student 1914,51,95,64,90,84,67,7,64,1
Student 1915,99,93,64,56,99,85,5,83,0
Student 1916,74,56,76,50,54,58,5,85,1
Student 1917,96,92,55,90,67,67,2,63,0
Student 1918,92,98,95,98,60,91,5,75,0
Student 1919,61,97,85,90,77,83,6,88,0
Student 1920,63,88,100,78,55,64,4,83,0
Student 1921,90,80,90,81,72,90,1,54,0
Student 1922,56,90,64,77,89,90,8,86,0
Student 1923,84,60,78,70,76,51,1,57,1
Student 1924,51,80,72,51,66,56,4,62,1
Student 1925,74,72,69,68,74,96,6,59,1
Student 1926,67,82,55,90,75,100,7,99,0
Student 1927,62,77,84,85,75,72,2,51,1
Student 1928,50,59,97,53,84,62,5,68,1
Student 1929,60,65,67,93,86,78,8,59,1
Student 1930,51,100,94,59,68,68,2,63,1
Student 1931,57,91,95,59,98,71,8,85,0
Student 1932,70,93,96,51,71,57,4,58,1
Student 1933,100,69,86,96,71,54,1,96,0
Student 1934,50,75,96,61,57,98,5,64,1
Student 1935,87,60,63,50,70,70,6,89,1
Student 1936,99,78,70,61,52,61,5,89,1
Student 1937,79,85,75,76,73,73,6,88,0
Student 1938,52,72,96,87,96,91,5,53,0
Student 1939,60,64,87,91,93,53,1,84,0
Student 1940,97,67,95,98,54,85,8,52,0
Student 1941,85,82,84,62,62,85,5,85,0
Student 1942,53,93,56,71,92,93,6,59,1
Student 1943,89,57,72,60,76,96,7,56,1
Student 1944,94,59,91,95,63,61,8,69,0
Student 1945,52,80,80,54,79,55,6,53,1
Student 1946,68,50,64,77,74,68,1,63,1
Student 1947,50,81,74,61,53,93,3,87,1
Student 1948,61,71,64,95,90,98,7,61,0
Student 1949,80,74,80,73,85,81,4,98,0
Student 1950,92,89,83,99,61,73,2,51,0
Student 1951,99,57,67,64,55,95,1,89,0
Student 1952,99,63,75,64,91,56,4,100,0
Student 1953,66,97,67,90,82,78,2,86,0
Student 1954,91,78,93,50,98,88,3,100,0
Student 1955,63,79,50,89,76,55,3,59,1
Student 1956,60,83,61,96,61,74,8,74,1
Student 1957,73,70,59,69,77,89,6,71,1
Student 1958,60,57,96,94,89,60,3,51,1
Student 1959,70,100,91,92,56,61,3,60,0
Student 1960,88,82,75,94,81,55,4,64,0
Student 1961,86,72,71,69,59,87,7,53,1
Student 1962,58,88,68,94,92,76,7,67,0
Student 1963,88,56,62,60,84,81,5,86,1
Student 1964,57,90,87,66,51,70,6,79,1
Student 1965,73,65,71,75,89,81,8,92,0
Student 1966,69,98,82,64,80,63,3,90,0
Student 1967,84,79,95,61,86,96,8,87,0
Student 1968,68,90,95,50,63,60,6,93,1
Student 1969,94,92,70,60,83,70,2,75,0
Student 1970,54,57,52,81,54,85,5,64,1
Student 1971,88,56,54,90,83,56,7,78,1
Student 1972,56,62,68,97,85,63,4,60,1
Student 1973,58,66,82,59,61,87,1,90,1
Student 1974,84,58,76,52,58,57,4,84,1
Student 1975,99,71,87,77,96,50,1,85,0
Student 1976,57,81,98,77,59,90,1,98,0
Student 1977,96,58,74,90,87,75,1,76,0
Student 1978,74,76,71,61,93,99,8,85,0
Student 1979,82,62,57,93,58,50,2,97,1
Student 1980,72,63,89,55,88,84,8,56,1
Student 1981,83,53,79,57,92,79,1,77,1
Student 1982,98,53,70,84,69,100,2,69,0
Student 1983,60,82,83,63,76,99,1,95,0
Student 1984,50,53,60,84,71,85,2,63,1
Student 1985,71,64,99,73,85,83,4,85,0
Student 1986,77,83,65,50,95,88,4,56,1
Student 1987,77,66,97,99,57,96,1,58,0
Student 1988,53,75,53,79,59,89,7,81,1
Student 1989,51,63,93,55,53,52,2,95,1
Student 1990,61,75,75,69,63,82,8,60,1
Student 1991,55,81,63,83,85,93,6,69,0
Student 1992,100,55,68,66,65,90,6,52,1
Student 1993,55,92,65,74,81,68,5,56,1
Student 1994,51,72,58,70,60,88,1,78,1
Student 1995,64,55,63,63,90,88,2,58,1
Student 1996,69,55,72,81,78,99,7,88,0
Student 1997,52,59,51,77,53,64,7,54,1
Student 1998,99,77,51,96,94,75,5,94,0
Student 1999,86,78,83,74,97,100,2,83,0
Student 2000,99,53,52,64,55,74,6,68,1
Student 2001,65,93,69,66,64,57,4,91,1
Student 2002,86,78,84,86,57,69,8,54,1
Student 2003,77,90,52,97,79,79,5,92,0
Student 2004,70,71,95,100,82,92,7,51,0
Student 2005,62,76,63,71,70,74,7,91,1
Student 2006,56,93,100,89,53,87,3,81,0
Student 2007,74,66,76,83,75,85,8,100,0
Student 2008,78,76,63,70,59,62,3,64,1
Student 2009,59,94,95,91,68,85,4,92,0
Student 2010,59,55,66,58,71,80,1,60,1
Student 2011,88,72,77,84,86,59,1,84,0
Student 2012,62,83,87,73,98,93,5,53,0
Student 2013,71,71,69,51,71,71,5,63,1
Student 2014,53,82,79,51,70,92,5,60,1
Student 2015,70,58,68,80,97,76,8,50,1
Student 2016,59,97,93,97,55,62,4,87,0
Student 2017,82,52,96,68,66,88,5,89,0
Student 2018,80,83,58,86,60,80,1,83,0
Student 2019,51,67,99,56,96,55,5,72,1
Student 2020,70,68,86,74,79,55,2,85,1
Student 2021,52,81,98,60,90,95,7,57,0
Student 2022,59,64,58,54,88,84,2,78,1
Student 2023,77,83,87,57,100,76,3,83,0
Student 2024,65,87,67,84,78,53,4,73,1
Student 2025,99,55,74,70,71,79,7,77,1
Student 2026,96,53,63,50,75,88,7,61,1
Student 2027,87,80,97,78,59,90,4,53,0
Student 2028,81,90,73,86,81,69,3,61,0
Student 2029,85,88,89,88,94,66,8,91,0
Student 2030,80,67,71,85,98,89,4,69,0
Student 2031,86,81,64,51,62,55,3,93,1
Student 2032,61,89,88,76,79,67,2,86,0
Student 2033,54,56,55,57,50,52,4,97,1
Student 2034,58,95,73,62,97,64,6,91,0
Student 2035,88,56,96,55,54,67,5,90,1
Student 2036,84,65,88,63,76,60,8,78,1
Student 2037,89,71,71,97,84,94,7,54,0
Student 2038,62,93,66,91,96,81,4,56,0
Student 2039,85,89,68,50,66,57,2,63,1
Student 2040,62,62,90,72,86,76,5,60,1
Student 2041,57,75,74,67,51,60,4,56,1
Student 2042,99,64,98,88,69,62,5,87,0
Student 2043,65,66,73,66,72,62,7,78,1
Student 2044,68,81,60,95,96,55,4,54,1
Student 2045,52,99,67,66,55,92,6,88,1
Student 2046,58,79,60,97,57,95,8,94,0
Student 2047,53,80,68,70,77,70,1,97,1
Student 2048,72,86,96,100,79,61,1,55,0
Student 2049,62,55,51,83,85,67,7,53,1
Student 2050,58,56,68,60,64,90,6,84,1
Student 2051,67,74,90,51,58,91,5,91,1
Student 2052,70,61,81,79,71,64,1,84,1
Student 2053,69,97,79,54,60,90,6,95,0
Student 2054,89,86,71,62,94,78,3,64,0
Student 2055,72,92,62,92,93,81,2,63,0
Student 2056,85,56,84,92,73,55,8,56,1
Student 2057,63,91,87,60,90,55,5,100,0
Student 2058,79,55,87,78,54,78,5,96,0
Student 2059,69,57,62,56,62,55,5,78,1
Student 2060,79,78,85,52,81,95,3,60,0
Student 2061,61,78,80,64,70,58,1,50,1
Student 2062,90,70,64,86,55,61,7,74,1
Student 2063,74,58,98,53,77,61,8,74,1
Student 2064,92,98,79,56,71,76,4,88,0
Student 2065,90,80,66,69,87,97,6,83,0
Student 2066,86,50,59,50,52,57,1,74,1
Student 2067,61,67,97,82,85,100,3,68,0
Student 2068,63,81,66,66,56,95,4,99,0
Student 2069,58,89,72,54,68,99,7,53,1
Student 2070,62,54,71,54,88,55,8,70,1
Student 2071,66,86,77,91,65,94,4,79,0
Student 2072,54,86,67,58,63,55,2,66,1
Student 2073,67,74,66,77,63,68,4,77,1
Student 2074,57,68,66,53,66,51,6,91,1
Student 2075,76,75,67,88,54,95,4,92,0
Student 2076,76,99,86,84,79,53,3,71,0
Student 2077,62,75,67,64,61,63,8,89,1
Student 2078,53,63,51,97,95,73,3,66,1
Student 2079,88,66,74,89,72,57,5,57,1
Student 2080,54,77,93,80,64,100,4,64,0
Student 2081,76,98,55,53,71,58,3,58,1
Student 2082,75,87,76,61,88,96,8,88,0
Student 2083,50,57,98,55,63,69,6,94,1
Student 2084,80,60,70,98,66,64,8,80,1
Student 2085,79,63,94,88,98,92,6,53,0
Student 2086,89,88,94,65,88,50,2,78,0
Student 2087,61,52,58,100,59,53,1,89,1
Student 2088,61,85,85,81,64,57,4,98,0
Student 2089,57,90,95,87,60,57,7,85,0
Student 2090,80,85,67,65,52,93,3,62,1
Student 2091,98,87,62,83,80,56,3,54,1
Student 2092,58,78,79,50,74,98,8,72,1
Student 2093,80,91,96,54,74,86,8,63,0
Student 2094,73,66,72,57,72,56,7,75,1
Student 2095,76,77,95,52,74,51,8,60,1
Student 2096,78,95,71,53,51,70,8,59,1
Student 2097,78,60,89,69,65,100,5,75,0
Student 2098,72,51,64,57,82,83,6,84,1
Student 2099,89,92,52,55,51,71,6,68,1
Student 2100,73,69,91,96,93,96,6,98,0
Student 2101,61,68,68,72,85,77,1,69,1
Student 2102,53,100,94,55,90,74,2,72,0
Student 2103,89,59,91,76,57,52,4,82,1
Student 2104,64,62,91,74,50,56,3,64,1
Student 2105,79,54,76,72,59,54,6,89,1
Student 2106,65,58,74,72,76,62,8,77,1
Student 2107,84,96,100,78,75,88,4,53,0
Student 2108,98,87,79,61,61,63,1,67,1
Student 2109,66,89,59,57,72,72,8,97,1
Student 2110,52,77,85,69,73,88,8,86,0
Student 2111,71,89,59,87,80,51,8,95,0
Student 2112,99,56,84,58,94,80,1,76,0
Student 2113,95,64,57,84,62,89,8,96,0
Student 2114,98,87,70,81,87,73,5,61,0
Student 2115,98,75,72,69,96,77,3,67,0
Student 2116,87,74,66,70,99,98,4,81,0
Student 2117,66,83,53,59,96,95,7,55,1
Student 2118,88,74,57,61,76,73,5,57,1
Student 2119,70,92,84,53,82,92,6,69,0
Student 2120,61,99,61,85,51,71,5,56,1
Student 2121,69,70,85,58,92,78,8,87,0
Student 2122,57,81,67,90,60,81,6,50,1
Student 2123,60,88,50,55,62,64,1,91,1
Student 2124,69,60,97,62,55,56,4,91,1
Student 2125,100,100,77,67,91,59,5,98,0
Student 2126,73,79,62,62,94,66,4,89,1
Student 2127,53,88,73,54,64,97,7,68,1
Student 2128,90,67,71,82,64,100,1,90,0
Student 2129,79,67,89,77,50,70,8,61,1
Student 2130,52,69,78,100,94,65,6,68,0
Student 2131,72,80,50,82,94,76,6,82,0
Student 2132,60,63,66,90,86,82,5,91,0
Student 2133,58,61,96,93,69,94,6,87,0
Student 2134,96,73,73,80,98,72,5,63,0
Student 2135,89,91,73,76,56,66,3,77,0
Student 2136,94,82,55,95,63,75,2,86,0
Student 2137,61,59,75,82,60,56,4,96,1
Student 2138,64,96,99,83,79,79,8,85,0
Student 2139,68,89,86,66,57,82,6,80,0
Student 2140,70,88,86,67,67,88,5,57,1
Student 2141,53,54,70,68,82,56,8,69,1
Student 2142,54,69,63,94,81,98,4,67,0
Student 2143,70,76,67,72,68,85,8,53,1
Student 2144,79,75,61,70,85,56,5,86,1
Student 2145,74,91,76,69,59,84,5,99,0
Student 2146,77,59,51,62,60,67,5,77,1
Student 2147,64,63,59,95,70,83,8,61,1
Student 2148,93,90,84,54,56,85,7,71,0
Student 2149,94,82,91,60,87,79,2,98,0
Student 2150,75,81,93,100,98,90,4,69,0
Student 2151,91,63,94,98,58,66,3,89,0
Student 2152,65,87,94,64,91,94,7,50,0
Student 2153,50,56,100,75,98,71,8,81,0
Student 2154,68,69,83,66,87,93,4,89,0
Student 2155,55,99,98,58,64,69,4,68,1
Student 2156,76,92,100,94,60,71,7,66,0
Student 2157,92,71,98,99,77,69,4,96,0
Student 2158,100,56,67,58,64,85,2,94,1
Student 2159,78,72,66,85,88,69,4,96,0
Student 2160,100,83,64,51,76,68,4,70,1
Student 2161,83,55,61,89,67,61,7,62,1
Student 2162,83,75,76,85,58,56,7,100,0
Student 2163,60,70,53,96,92,81,1,51,1
Student 2164,100,98,98,85,50,81,7,58,0
Student 2165,77,79,84,81,88,87,1,66,0
Student 2166,58,93,89,57,90,77,4,65,0
Student 2167,95,61,73,66,57,83,6,83,1
Student 2168,68,69,94,65,72,91,8,53,1
Student 2169,68,86,66,99,64,79,1,71,0
Student 2170,51,98,87,89,52,84,5,66,0
Student 2171,56,83,97,50,98,81,8,50,1
Student 2172,58,78,72,86,62,74,6,55,1
Student 2173,55,100,65,64,57,81,1,77,1
Student 2174,89,73,55,96,78,73,1,82,0
Student 2175,87,89,97,62,73,97,4,84,0
Student 2176,86,71,68,60,62,55,4,83,1
Student 2177,85,54,93,64,80,89,1,83,0
Student 2178,65,70,82,95,92,97,5,72,0
Student 2179,58,92,96,88,73,88,6,95,0
Student 2180,56,83,74,80,70,70,5,56,1
Student 2181,86,83,73,92,70,54,6,70,0
Student 2182,66,97,65,66,77,52,6,100,1
Student 2183,95,68,70,63,100,57,7,91,0
Student 2184,65,76,63,64,70,65,5,52,1
Student 2185,87,94,86,89,51,69,4,100,0
Student 2186,52,69,70,55,95,89,7,67,1
Student 2187,90,89,87,55,92,51,4,77,0
Student 2188,52,53,100,87,79,77,4,78,0
Student 2189,95,91,50,50,83,80,6,95,0
Student 2190,85,80,83,68,50,81,7,61,1
Student 2191,71,82,91,99,60,65,3,99,0
Student 2192,96,61,67,83,96,79,7,66,0
Student 2193,93,79,75,73,77,75,4,63,0
Student 2194,63,96,69,72,59,95,5,99,0
Student 2195,76,79,57,76,54,76,7,94,1
Student 2196,81,50,55,83,81,69,2,65,1
Student 2197,75,78,60,91,82,94,1,78,0
Student 2198,100,92,67,76,62,80,8,54,0
Student 2199,85,76,73,95,55,96,6,58,0
Student 2200,63,81,72,73,52,99,3,88,0
Student 2201,87,100,64,66,52,94,7,64,0
Student 2202,85,100,88,91,91,51,7,59,0
Student 2203,52,99,65,99,79,90,1,51,0
Student 2204,90,65,97,68,70,100,8,68,0
Student 2205,73,54,60,65,74,92,1,75,1
Student 2206,80,78,100,62,81,96,4,80,0
Student 2207,50,53,94,92,59,56,4,99,1
Student 2208,91,56,96,70,64,77,8,91,0
Student 2209,72,53,77,55,92,87,4,98,0
Student 2210,76,60,69,100,75,66,5,95,0
Student 2211,50,91,53,96,64,61,2,74,1
Student 2212,93,87,71,53,70,69,6,96,0
Student 2213,86,62,89,51,58,63,8,52,1
Student 2214,95,80,58,77,100,89,3,71,0
Student 2215,86,56,100,79,82,85,3,93,0
Student 2216,95,99,95,76,69,93,7,90,0
Student 2217,98,79,66,79,75,76,8,73,0
Student 2218,63,96,52,79,65,87,3,97,0
Student 2219,53,75,84,63,91,73,6,97,0
Student 2220,61,71,68,89,53,86,2,58,1
Student 2221,84,76,94,51,50,51,6,100,1
Student 2222,100,100,98,87,73,74,2,51,0
Student 2223,95,98,85,59,80,69,8,64,0
Student 2224,98,91,59,83,55,52,2,78,1
Student 2225,78,61,72,100,96,53,3,64,1
Student 2226,73,76,71,68,65,64,8,98,1
Student 2227,53,69,80,64,85,78,2,64,1
Student 2228,78,88,53,70,96,91,1,82,0
Student 2229,93,60,87,50,60,100,5,72,1
Student 2230,98,56,59,66,77,80,4,87,1
Student 2231,72,82,57,82,52,56,5,57,1
Student 2232,66,97,83,67,87,69,5,74,0
Student 2233,53,71,53,65,70,71,5,60,1
Student 2234,74,89,80,60,66,93,2,74,0
Student 2235,89,77,92,96,63,83,7,69,0
Student 2236,84,81,86,99,83,82,3,74,0
Student 2237,73,81,89,77,71,70,4,57,1
Student 2238,59,89,97,81,77,56,8,99,0
Student 2239,68,75,86,66,86,92,8,58,0
Student 2240,100,61,77,76,91,98,8,96,0
Student 2241,89,81,93,88,82,75,1,53,0
Student 2242,100,95,76,75,74,77,2,65,0
Student 2243,59,85,89,95,71,50,7,99,0
Student 2244,99,88,73,64,95,81,1,79,0
Student 2245,66,98,65,91,84,68,6,75,0
Student 2246,100,100,72,90,92,87,7,97,0
Student 2247,62,98,50,86,70,52,1,69,1
Student 2248,73,94,86,86,71,87,1,86,0
Student 2249,71,65,59,78,61,58,1,91,1
Student 2250,74,61,58,73,50,82,8,71,1
Student 2251,63,61,55,75,70,89,4,54,1
Student 2252,51,88,87,62,50,55,2,78,1
Student 2253,56,55,51,73,54,64,2,65,1
Student 2254,62,82,99,76,93,60,2,81,0
Student 2255,51,66,82,50,61,77,5,87,1
Student 2256,91,99,54,57,78,93,2,79,0
Student 2257,72,86,90,70,98,97,6,62,0
Student 2258,63,75,63,79,50,58,2,88,1
Student 2259,95,73,91,63,72,83,3,83,0
Student 2260,99,65,87,77,61,72,8,89,0
Student 2261,94,58,96,68,73,84,4,61,0
Student 2262,50,63,74,51,68,82,6,57,1
Student 2263,82,55,79,50,69,87,2,85,1
Student 2264,74,86,74,82,60,97,4,85,0
Student 2265,90,95,76,70,89,52,7,64,0
Student 2266,79,96,76,50,53,68,2,67,1
Student 2267,94,85,91,51,52,63,1,76,1
Student 2268,95,90,100,93,83,88,8,57,0
Student 2269,85,68,87,77,85,77,4,96,0
Student 2270,68,74,66,64,71,89,2,58,1
Student 2271,72,54,91,87,69,99,5,75,0
Student 2272,72,83,53,90,80,84,7,52,1
Student 2273,56,69,60,91,63,51,6,81,1
Student 2274,93,87,82,89,76,89,3,97,0
Student 2275,92,68,79,71,61,74,1,66,1
Student 2276,68,66,88,83,78,67,3,61,1
Student 2277,60,97,82,53,65,63,6,74,1
Student 2278,62,55,50,96,93,97,7,52,1
Student 2279,95,95,98,60,52,93,2,98,0
Student 2280,74,53,83,69,68,96,2,61,1
Student 2281,82,57,81,53,51,70,2,97,1
Student 2282,82,81,86,73,99,89,6,91,0
Student 2283,98,100,74,84,96,91,4,60,0
Student 2284,90,67,90,78,65,87,4,95,0
Student 2285,90,75,77,74,56,73,4,68,1
Student 2286,61,61,76,98,68,91,2,62,1
Student 2287,59,54,69,78,78,69,7,66,1
Student 2288,61,85,58,76,72,75,7,77,1
Student 2289,85,60,82,59,71,93,1,72,1
Student 2290,86,83,77,75,92,84,2,87,0
Student 2291,62,59,69,53,58,56,7,87,1
Student 2292,83,99,75,95,61,99,7,71,0
Student 2293,64,60,94,71,64,65,1,95,1
Student 2294,100,98,98,58,94,70,6,66,0
Student 2295,99,72,81,53,69,59,5,75,1
Student 2296,72,68,78,70,82,96,4,72,0
Student 2297,85,81,74,96,74,53,7,58,1
Student 2298,85,55,64,100,97,86,7,64,0
Student 2299,63,99,63,52,67,55,6,94,1
Student 2300,92,61,100,97,99,66,8,70,0
Student 2301,53,78,92,75,95,97,1,65,0
Student 2302,70,88,75,96,99,87,3,56,0
Student 2303,53,62,90,59,65,92,7,93,1
Student 2304,85,58,60,94,78,67,6,71,1
Student 2305,62,85,72,78,52,64,5,70,1
Student 2306,98,85,74,69,56,91,1,81,0
Student 2307,87,62,100,78,97,73,7,50,0
Student 2308,74,70,56,71,72,54,3,81,1
Student 2309,91,90,86,83,55,69,4,75,0
Student 2310,76,51,80,81,55,76,3,95,1
Student 2311,95,78,88,88,84,80,2,79,0
Student 2312,82,57,76,51,72,66,6,61,1
Student 2313,88,81,66,77,100,74,2,76,0
Student 2314,85,57,89,59,55,87,1,65,1
Student 2315,78,99,71,89,82,85,7,82,0
Student 2316,87,53,80,65,51,96,2,64,1
Student 2317,76,72,63,55,61,72,4,56,1
Student 2318,88,85,91,94,66,97,1,80,0
Student 2319,98,65,54,58,53,78,6,81,1
Student 2320,75,83,67,99,53,78,7,90,0
Student 2321,52,84,81,92,59,66,4,88,1
Student 2322,72,92,73,74,74,71,4,66,1
Student 2323,50,73,61,96,63,69,2,74,1
Student 2324,84,78,90,60,59,68,1,75,1
Student 2325,96,80,95,62,89,91,7,75,0
Student 2326,60,58,81,95,53,87,1,53,1
Student 2327,79,50,58,61,86,54,7,62,1
Student 2328,60,88,89,68,71,71,6,69,1
Student 2329,73,55,59,82,63,78,8,87,1
Student 2330,78,70,89,75,52,64,5,58,1
Student 2331,82,94,62,88,63,86,2,65,0
Student 2332,85,68,73,54,57,62,8,89,1
Student 2333,64,60,95,76,94,75,1,86,0
Student 2334,80,68,58,86,69,70,3,75,1
Student 2335,86,85,72,90,60,87,2,89,0
Student 2336,65,59,63,91,95,68,3,70,1
Student 2337,55,60,86,66,66,68,2,60,1
Student 2338,63,56,62,83,75,77,3,55,1
Student 2339,59,83,72,52,51,84,3,86,1
Student 2340,98,74,59,54,73,68,2,92,1
Student 2341,97,100,69,52,51,86,7,91,0
Student 2342,76,92,94,52,64,80,8,71,0
Student 2343,66,84,59,60,60,62,4,64,1
Student 2344,82,63,85,57,55,60,2,90,1
Student 2345,92,68,92,91,63,92,3,98,0
Student 2346,74,69,67,64,99,87,8,78,0
Student 2347,97,96,61,59,51,83,1,98,0
Student 2348,68,91,57,64,98,55,4,62,1
Student 2349,80,81,61,84,88,84,7,52,0
Student 2350,82,87,57,86,82,72,7,68,0
Student 2351,78,66,56,93,94,93,3,86,0
Student 2352,52,62,68,88,68,99,3,80,1
Student 2353,59,81,91,65,89,100,8,91,0
Student 2354,100,78,50,76,54,66,2,90,1
Student 2355,63,92,97,84,53,81,6,61,0
Student 2356,62,94,76,86,76,57,8,53,1
Student 2357,71,74,56,83,80,84,7,75,1
Student 2358,78,67,55,59,62,89,2,85,1
Student 2359,79,57,69,94,56,85,1,53,1
Student 2360,66,77,71,98,80,99,7,55,0
Student 2361,99,64,92,84,63,75,1,56,0
Student 2362,51,89,70,80,53,74,3,51,1
Student 2363,64,99,65,100,81,57,7,80,0
